"STATION","DATE","AWND","PRCP","SNOW","TMAX","TMIN"
"USW00054790","2024-01-01","2.24","0.01",,"45","31"
"USW00054790","2024-01-02","5.82","0.00",,"41","26"
"USW00054790","2024-01-03","5.14","0.00",,"44","24"
"USW00054790","2024-01-04","9.40","0.00",,"44","29"
"USW00054790","2024-01-05","8.05","0.00",,"37","24"
"USW00054790","2024-01-06","4.03","0.36",,"40","21"
"USW00054790","2024-01-07","8.28","0.41",,"40","32"
"USW00054790","2024-01-08","7.61","0.00",,"42","24"
"USW00054790","2024-01-09","8.50","1.21",,"55","24"
"USW00054790","2024-01-10","15.21","1.13",,"56","43"
"USW00054790","2024-01-11","8.72","0.00",,"46","34"
"USW00054790","2024-01-12","6.49","0.03",,"50","30"
"USW00054790","2024-01-13","16.78","1.46",,"58","36"
"USW00054790","2024-01-14","14.76","0.00",,"45","27"
"USW00054790","2024-01-15","5.59","0.03",,"30","23"
"USW00054790","2024-01-16","8.05","0.38",,"35","24"
"USW00054790","2024-01-17","10.74","0.00",,"25","17"
"USW00054790","2024-01-18","6.71","0.00",,"32","21"
"USW00054790","2024-01-19","5.82","0.00",,"31","24"
"USW00054790","2024-01-20","13.42","0.00",,"25","17"
"USW00054790","2024-01-21","12.30","0.00",,"30","17"
"USW00054790","2024-01-22","8.28","0.00",,"36","15"
"USW00054790","2024-01-23","4.70","0.00",,"43","34"
"USW00054790","2024-01-24","3.80","0.02",,"50","35"
"USW00054790","2024-01-25","3.80","0.24",,"57","45"
"USW00054790","2024-01-26","3.58","0.28",,"45","42"
"USW00054790","2024-01-27","3.13","0.00",,"43","39"
"USW00054790","2024-01-28","7.61","0.66",,"41","36"
"USW00054790","2024-01-29","11.86","0.11",,"40","34"
"USW00054790","2024-01-30","3.36","0.00",,"37","34"
"USW00054790","2024-01-31","2.24","0.00",,"38","32"
"USW00054790","2024-02-01","4.70","0.00",,"45","32"
"USW00054790","2024-02-02","5.14","0.09",,"43","37"
"USW00054790","2024-02-03","10.51","0.00",,"42","33"
"USW00054790","2024-02-04","8.95","0.00",,"45","30"
"USW00054790","2024-02-05","9.17","0.00",,"45","29"
"USW00054790","2024-02-06","4.92","0.00",,"40","25"
"USW00054790","2024-02-07","3.80","0.00",,"47","22"
"USW00054790","2024-02-08","2.24","0.00",,"48","25"
"USW00054790","2024-02-09","7.38","0.00",,"51","28"
"USW00054790","2024-02-10","4.03","0.00",,"54","32"
"USW00054790","2024-02-11","4.92","0.00",,"48","38"
"USW00054790","2024-02-12","3.80","0.00",,"46","29"
"USW00054790","2024-02-13","8.28","0.78",,"39","29"
"USW00054790","2024-02-14","15.88","0.00",,"35","28"
"USW00054790","2024-02-15","7.61","0.00",,"40","16"
"USW00054790","2024-02-16","12.97","0.00",,"41","30"
"USW00054790","2024-02-17","6.04","0.21",,"35","23"
"USW00054790","2024-02-18","9.62","0.00",,"39","20"
"USW00054790","2024-02-19","6.49","0.00",,"39","20"
"USW00054790","2024-02-20","2.91","0.00",,"37","18"
"USW00054790","2024-02-21","3.58","0.00",,"38","18"
"USW00054790","2024-02-22","5.82","0.00",,"41","29"
"USW00054790","2024-02-23","4.25","0.13",,"47","38"
"USW00054790","2024-02-24","12.08","0.00",,"44","27"
"USW00054790","2024-02-25","6.93","0.00",,"37","20"
"USW00054790","2024-02-26","7.61","0.00",,"48","32"
"USW00054790","2024-02-27","9.17","0.62",,"54","31"
"USW00054790","2024-02-28","17.00","0.40",,"53","42"
"USW00054790","2024-02-29","14.54","0.02",,"44","30"
"USW00054790","2024-03-01","6.26","0.00",,"40","23"
"USW00054790","2024-03-02","5.82","1.53",,"54","38"
"USW00054790","2024-03-03","7.61","0.00",,"65","42"
"USW00054790","2024-03-04","5.14","0.00",,"59","37"
"USW00054790","2024-03-05","6.49","0.26",,"49","42"
"USW00054790","2024-03-06","4.92","1.60",,"53","46"
"USW00054790","2024-03-07","10.29","0.26",,"54","45"
"USW00054790","2024-03-08","7.38","0.00",,"54","37"
"USW00054790","2024-03-09","9.84","0.73",,"49","39"
"USW00054790","2024-03-10","15.21","0.40",,"53","37"
"USW00054790","2024-03-11","21.47","0.00",,"51","35"
"USW00054790","2024-03-12","8.28","0.00",,"63","38"
"USW00054790","2024-03-13","5.37","0.00",,"55","34"
"USW00054790","2024-03-14","4.47","0.00",,"67","35"
"USW00054790","2024-03-15","7.16","0.00",,"72","45"
"USW00054790","2024-03-16","7.16","0.00",,"55","36"
"USW00054790","2024-03-17","9.40","0.02",,"62","46"
"USW00054790","2024-03-18","10.51","0.00",,"51","38"
"USW00054790","2024-03-19","11.63","0.00",,"47","33"
"USW00054790","2024-03-20","11.63","0.04",,"55","34"
"USW00054790","2024-03-21","16.11","0.00",,"42","29"
"USW00054790","2024-03-22","6.26","0.00",,"41","22"
"USW00054790","2024-03-23","14.09","1.81",,"53","34"
"USW00054790","2024-03-24","11.86","0.00",,"46","31"
"USW00054790","2024-03-25","7.61","0.00",,"51","34"
"USW00054790","2024-03-26","8.28","0.00",,"50","37"
"USW00054790","2024-03-27","4.92","0.00",,"56","39"
"USW00054790","2024-03-28","6.71","1.57",,"51","42"
"USW00054790","2024-03-29","17.22","0.01",,"56","40"
"USW00054790","2024-03-30","11.63","0.06",,"58","40"
"USW00054790","2024-03-31","6.49","0.06",,"61","40"
"USW00054790","2024-04-01","1.57","0.00",,"56","39"
"USW00054790","2024-04-02","4.25","0.60",,"49","37"
"USW00054790","2024-04-03","10.74","1.87",,"44","40"
"USW00054790","2024-04-04","10.07","0.16",,"47","35"
"USW00054790","2024-04-05","11.86","0.00",,"51","34"
"USW00054790","2024-04-06","14.09","0.00",,"53","40"
"USW00054790","2024-04-07","7.38","0.00",,"53","39"
"USW00054790","2024-04-08","6.49","0.00",,"64","36"
"USW00054790","2024-04-09","5.37","0.00",,"72","45"
"USW00054790","2024-04-10","4.92","0.00",,"61","47"
"USW00054790","2024-04-11","8.72","0.20",,"59","48"
"USW00054790","2024-04-12","16.78","0.73",,"61","51"
"USW00054790","2024-04-13","17.00","0.00",,"55","48"
"USW00054790","2024-04-14","11.41","0.00",,"63","44"
"USW00054790","2024-04-15","8.05","0.00",,"78","53"
"USW00054790","2024-04-16","8.50","0.00",,"70","44"
"USW00054790","2024-04-17","5.37","0.08",,"56","40"
"USW00054790","2024-04-18","6.26","0.25",,"47","43"
"USW00054790","2024-04-19","5.82","0.00",,"54","45"
"USW00054790","2024-04-20","7.61","0.12",,"62","46"
"USW00054790","2024-04-21","7.61","0.00",,"51","36"
"USW00054790","2024-04-22","5.82","0.00",,"59","34"
"USW00054790","2024-04-23","7.61","0.00",,"58","32"
"USW00054790","2024-04-24","9.40","0.05",,"66","47"
"USW00054790","2024-04-25","7.83","0.00",,"51","34"
"USW00054790","2024-04-26","4.92","0.00",,"55","29"
"USW00054790","2024-04-27","7.38","0.01",,"57","33"
"USW00054790","2024-04-28","5.37","0.01",,"65","49"
"USW00054790","2024-04-29","6.93","0.00",,"81","53"
"USW00054790","2024-04-30","6.49","0.00",,"59","49"
"USW00054790","2024-05-01","5.82","0.00",,"68","48"
"USW00054790","2024-05-02","5.82","0.00",,"66","47"
"USW00054790","2024-05-03","4.47","0.00",,"59","47"
"USW00054790","2024-05-04","6.04","0.00",,"61","41"
"USW00054790","2024-05-05","6.49","0.26",,"54","48"
"USW00054790","2024-05-06","4.47","0.58",,"71","54"
"USW00054790","2024-05-07","7.16","0.00",,"75","56"
"USW00054790","2024-05-08","8.72","0.32",,"68","60"
"USW00054790","2024-05-09","5.59","0.00",,"68","52"
"USW00054790","2024-05-10","4.25","0.33",,"57","47"
"USW00054790","2024-05-11","7.16","0.00",,"58","45"
"USW00054790","2024-05-12","5.37","0.00",,"56","45"
"USW00054790","2024-05-13","7.38","0.00",,"64","41"
"USW00054790","2024-05-14","7.83","0.00",,"66","52"
"USW00054790","2024-05-15","4.47","1.34",,"62","57"
"USW00054790","2024-05-16","7.83","0.27",,"62","57"
"USW00054790","2024-05-17","5.59","0.02",,"75","56"
"USW00054790","2024-05-18","6.93","0.09",,"65","56"
"USW00054790","2024-05-19","5.59","0.00",,"68","52"
"USW00054790","2024-05-20","4.70","0.00",,"68","50"
"USW00054790","2024-05-21","6.71","0.00",,"67","52"
"USW00054790","2024-05-22","8.72","0.00",,"76","60"
"USW00054790","2024-05-23","5.59","0.80",,"76","61"
"USW00054790","2024-05-24","3.80","0.00",,"83","59"
"USW00054790","2024-05-25","5.14","0.00",,"72","55"
"USW00054790","2024-05-26","6.49","0.01",,"77","60"
"USW00054790","2024-05-27","9.62","0.47",,"75","63"
"USW00054790","2024-05-28","8.72","0.00",,"80","61"
"USW00054790","2024-05-29","6.26","0.16",,"78","57"
"USW00054790","2024-05-30","6.26","0.20",,"70","53"
"USW00054790","2024-05-31","6.71","0.00",,"76","51"
"USW00054790","2024-06-01","7.61","0.00",,"83","57"
"USW00054790","2024-06-02","5.59","0.00",,"79","56"
"USW00054790","2024-06-03","4.03","0.01",,"82","64"
"USW00054790","2024-06-04","5.82","0.00",,"74","60"
"USW00054790","2024-06-05","6.49","0.02",,"78","60"
"USW00054790","2024-06-06","6.49","1.65",,"78","68"
"USW00054790","2024-06-07","5.37","0.00",,"83","63"
"USW00054790","2024-06-08","8.50","0.00",,"79","59"
"USW00054790","2024-06-09","6.71","0.04",,"74","54"
"USW00054790","2024-06-10","6.71","0.00",,"76","55"
"USW00054790","2024-06-11","4.70","0.00",,"76","56"
"USW00054790","2024-06-12","5.82","0.00",,"77","58"
"USW00054790","2024-06-13","8.05","0.00",,"80","58"
"USW00054790","2024-06-14","8.95","0.56",,"79","65"
"USW00054790","2024-06-15","8.05","0.00",,"79","58"
"USW00054790","2024-06-16","5.82","0.00",,"74","57"
"USW00054790","2024-06-17","9.17","0.00",,"78","57"
"USW00054790","2024-06-18","10.07","0.00",,"80","71"
"USW00054790","2024-06-19","10.07","0.00",,"81","71"
"USW00054790","2024-06-20","9.62","0.00",,"86","71"
"USW00054790","2024-06-21","7.16","0.00",,"87","71"
"USW00054790","2024-06-22","6.26","0.00",,"85","73"
"USW00054790","2024-06-23","12.75","0.02",,"85","73"
"USW00054790","2024-06-24","14.32","0.00",,"84","69"
"USW00054790","2024-06-25","10.51","0.00",,"92","65"
"USW00054790","2024-06-26","9.40","0.01",,"82","71"
"USW00054790","2024-06-27","7.61","0.55",,"84","66"
"USW00054790","2024-06-28","6.26","0.00",,"75","56"
"USW00054790","2024-06-29","10.74","0.00",,"79","60"
"USW00054790","2024-06-30","8.95","0.23",,"82","70"
"USW00054790","2024-07-01","8.72","0.00",,"82","62"
"USW00054790","2024-07-02","4.70","0.00",,"85","61"
"USW00054790","2024-07-03","6.04","0.00",,"80","59"
"USW00054790","2024-07-04","10.07","0.00",,"80","70"
"USW00054790","2024-07-05","9.17","0.17",,"82","73"
"USW00054790","2024-07-06","9.40","0.08",,"78","75"
"USW00054790","2024-07-07","2.91","0.00",,"88","73"
"USW00054790","2024-07-08","4.03","0.00",,"93","71"
"USW00054790","2024-07-09","7.61","0.00",,"82","74"
"USW00054790","2024-07-10","12.75","0.00",,"83","76"
"USW00054790","2024-07-11","10.74","0.20",,"86","74"
"USW00054790","2024-07-12","7.83","0.46",,"82","74"
"USW00054790","2024-07-13","5.37","0.78",,"81","73"
"USW00054790","2024-07-14","5.59","0.00",,"90","70"
"USW00054790","2024-07-15","8.28",,,"88","76"
"USW00054790","2024-07-16","7.38","0.00",,"92","74"
"USW00054790","2024-07-17","7.61","0.01",,"86","74"
"USW00054790","2024-07-18","6.04","0.00",,"88","72"
"USW00054790","2024-07-19","6.93","0.00",,"83","66"
"USW00054790","2024-07-20","6.26","0.00",,"83","63"
"USW00054790","2024-07-21","4.92","0.00",,"86","68"
"USW00054790","2024-07-22","7.16","0.00",,"83","68"
"USW00054790","2024-07-23","2.24","0.54",,"81","72"
"USW00054790","2024-07-24","2.68","0.00",,"82","73"
"USW00054790","2024-07-25","5.59","0.00",,"86","67"
"USW00054790","2024-07-26","6.93","0.00",,"84","60"
"USW00054790","2024-07-27","2.91","0.00",,"87","62"
"USW00054790","2024-07-28","4.47","0.03",,"83","64"
"USW00054790","2024-07-29","8.50","1.23",,"80","65"
"USW00054790","2024-07-30","11.41","0.00",,"82","73"
"USW00054790","2024-07-31","9.62","0.02",,"81","76"
"USW00054790","2024-08-01","5.82","0.00",,"91","71"
"USW00054790","2024-08-02","6.93","0.10",,"87","74"
"USW00054790","2024-08-03","7.83","0.73",,"87","73"
"USW00054790","2024-08-04","7.38","0.00",,"82","75"
"USW00054790","2024-08-05","7.16","0.00",,"89","70"
"USW00054790","2024-08-06","5.82","0.91",,"84","70"
"USW00054790","2024-08-07","2.24","0.07",,"70","66"
"USW00054790","2024-08-08","4.92","0.01",,"73","66"
"USW00054790","2024-08-09","15.66","0.17",,"85","73"
"USW00054790","2024-08-10","7.16","0.02",,"87","71"
"USW00054790","2024-08-11","4.70","0.00",,"80","66"
"USW00054790","2024-08-12","5.37","0.00",,"80","59"
"USW00054790","2024-08-13","5.82","0.00",,"81","59"
"USW00054790","2024-08-14","4.25","0.00",,"86","63"
"USW00054790","2024-08-15","4.25","0.00",,"87","65"
"USW00054790","2024-08-16","4.03","0.00",,"83","65"
"USW00054790","2024-08-17","5.14","0.00",,"78","66"
"USW00054790","2024-08-18","7.61","0.51",,"78","68"
"USW00054790","2024-08-19","6.26","1.14",,"84","68"
"USW00054790","2024-08-20","9.17","0.02",,"74","55"
"USW00054790","2024-08-21","6.04","0.00",,"75","53"
"USW00054790","2024-08-22","4.47","0.00",,"78","53"
"USW00054790","2024-08-23","5.14","0.00",,"81","57"
"USW00054790","2024-08-24","3.58","0.00",,"83","60"
"USW00054790","2024-08-25","4.92","0.00",,"83","62"
"USW00054790","2024-08-26","4.03","0.30",,"85","65"
"USW00054790","2024-08-27","4.47","0.00",,"84","62"
"USW00054790","2024-08-28","6.26","0.00",,"91","72"
"USW00054790","2024-08-29","3.80","0.00",,"78","65"
"USW00054790","2024-08-30","2.91","0.00",,"75","63"
"USW00054790","2024-08-31","4.47","0.00",,"80","63"
"USW00054790","2024-09-01","6.71","0.06",,"77","72"
"USW00054790","2024-09-02","9.17","0.00",,"81","63"
"USW00054790","2024-09-03","4.25","0.00",,"74","51"
"USW00054790","2024-09-04","2.68","0.00",,"77","49"
"USW00054790","2024-09-05","2.91","0.00",,"78","52"
"USW00054790","2024-09-06","4.25","0.00",,"80","58"
"USW00054790","2024-09-07","5.37","0.09",,"74","58"
"USW00054790","2024-09-08","8.28","0.00",,"71","52"
"USW00054790","2024-09-09","7.16","0.00",,"76","49"
"USW00054790","2024-09-10","4.70","0.00",,"79","56"
"USW00054790","2024-09-11","3.13","0.00",,"78","50"
"USW00054790","2024-09-12","2.68","0.00",,"78","51"
"USW00054790","2024-09-13","2.91","0.00",,"80","53"
"USW00054790","2024-09-14","1.79","0.00",,"84","57"
"USW00054790","2024-09-15","3.36","0.00",,"80","52"
"USW00054790","2024-09-16","2.91","0.00",,"76","51"
"USW00054790","2024-09-17","2.91","0.00",,"79","60"
"USW00054790","2024-09-18","3.36","0.00",,"76","62"
"USW00054790","2024-09-19","7.38","0.00",,"84","67"
"USW00054790","2024-09-20","8.50","0.00",,"77","66"
"USW00054790","2024-09-21","10.74","0.00",,"73","63"
"USW00054790","2024-09-22","5.82","0.00",,"74","54"
"USW00054790","2024-09-23","3.58","0.00",,"69","53"
"USW00054790","2024-09-24","2.46","0.00",,"68","55"
"USW00054790","2024-09-25","4.25","0.00",,"68","55"
"USW00054790","2024-09-26","6.93","0.01",,"73","65"
"USW00054790","2024-09-27","2.91","0.00",,"74","64"
"USW00054790","2024-09-28","4.47","0.27",,"69","60"
"USW00054790","2024-09-29","2.68","0.03",,"65","59"
"USW00054790","2024-09-30","2.01","0.00",,"73","54"
"USW00054790","2024-10-01","2.91","0.00",,"71","55"
"USW00054790","2024-10-02","2.24","0.00",,"69","50"
"USW00054790","2024-10-03","2.91","0.00",,"73","50"
"USW00054790","2024-10-04","2.68","0.00",,"74","49"
"USW00054790","2024-10-05","5.82","0.00",,"76","55"
"USW00054790","2024-10-06","3.80","0.00",,"71","47"
"USW00054790","2024-10-07","8.72","0.12",,"76","56"
"USW00054790","2024-10-08","4.47","0.00",,"69","46"
"USW00054790","2024-10-09","5.14","0.00",,"70","46"
"USW00054790","2024-10-10","10.51","0.00",,"64","47"
"USW00054790","2024-10-11","6.71","0.00",,"69","40"
"USW00054790","2024-10-13","5.59","0.00",,"71","40"
"USW00054790","2024-10-14","9.84","0.00",,"70","48"
"USW00054790","2024-10-15","6.49","0.00",,"60","39"
"USW00054790","2024-10-16","8.28","0.00",,"60","39"
"USW00054790","2024-10-17","5.37","0.00",,"59","36"
"USW00054790","2024-10-18","4.70","0.00",,"67","37"
"USW00054790","2024-10-19","2.24","0.00",,"69","37"
"USW00054790","2024-10-20","4.47","0.00",,"75","42"
"USW00054790","2024-10-21","3.80","0.00",,"77","41"
"USW00054790","2024-10-22","2.91","0.00",,"82","53"
"USW00054790","2024-10-23","7.61","0.00",,"72","50"
"USW00054790","2024-10-24","10.96","0.01",,"71","54"
"USW00054790","2024-10-25","6.71","0.00",,"64","47"
"USW00054790","2024-10-26","9.17","0.00",,"68","42"
"USW00054790","2024-10-27","6.49","0.00",,"59","38"
"USW00054790","2024-10-28","3.13","0.00",,"61","37"
"USW00054790","2024-10-29","8.28","0.00",,"64","53"
"USW00054790","2024-10-30","6.93","0.00",,"69","56"
"USW00054790","2024-10-31","6.71","0.00",,"78","53"
"USW00054790","2024-11-01","9.62","0.00",,"75","54"
"USW00054790","2024-11-02","6.26","0.00",,"62","43"
"USW00054790","2024-11-03","3.80","0.00",,"53","30"
"USW00054790","2024-11-04","3.80","0.00",,"58","29"
"USW00054790","2024-11-05","8.05","0.00",,"69","47"
"USW00054790","2024-11-06","10.51","0.00",,"73","63"
"USW00054790","2024-11-07","7.61","0.00",,"74","45"
"USW00054790","2024-11-08","8.72","0.00",,"69","37"
"USW00054790","2024-11-09","9.62","0.00",,"55","31"
"USW00054790","2024-11-10","6.71","0.06",,"61","27"
"USW00054790","2024-11-11","10.29","0.23",,"71","49"
"USW00054790","2024-11-12","16.33","0.00",,"56","41"
"USW00054790","2024-11-13","6.26","0.00",,"48","29"
"USW00054790","2024-11-14","2.91","0.00",,"50","32"
"USW00054790","2024-11-15","8.05","0.00",,"59","36"
"USW00054790","2024-11-16","12.30","0.00",,"64","44"
"USW00054790","2024-11-17","7.38","0.00",,"66","42"
"USW00054790","2024-11-18","6.93","0.00",,"66","39"
"USW00054790","2024-11-19","7.16","0.00",,"60","43"
"USW00054790","2024-11-20","2.46","0.00",,"61","39"
"USW00054790","2024-11-21","7.83","1.90",,"53","43"
"USW00054790","2024-11-22","9.84","0.14",,"46","38"
"USW00054790","2024-11-23","14.76","0.00",,"51","41"
"USW00054790","2024-11-24","15.88","0.00",,"53","44"
"USW00054790","2024-11-25","4.92","0.00",,"53","32"
"USW00054790","2024-11-26","6.71","0.19",,"58","42"
"USW00054790","2024-11-27","4.70","0.00",,"54","34"
"USW00054790","2024-11-28","10.29","0.40",,"58","39"
"USW00054790","2024-11-29","8.05","0.00",,"49","34"
"USW00054790","2024-11-30","8.95","0.00",,"42","28"
"USW00054790","2024-12-01","8.05","0.00",,"40","26"
"USW00054790","2024-12-02","4.03","0.00",,"41","19"
"USW00054790","2024-12-03","5.59","0.00",,"41","21"
"USW00054790","2024-12-04","8.72","0.11",,"47","20"
"USW00054790","2024-12-05","13.20","0.37",,"44","34"
"USW00054790","2024-12-06","12.53","0.00",,"36","31"
"USW00054790","2024-12-07","8.05","0.00",,"42","31"
"USW00054790","2024-12-08","9.84","0.00",,"54","32"
"USW00054790","2024-12-09","3.58","0.28",,"54","29"
"USW00054790","2024-12-10","4.47","0.10",,"54","45"
"USW00054790","2024-12-11","17.22","1.82",,"62","44"
"USW00054790","2024-12-12","13.65",,,"44","28"
"USW00054790","2024-12-13","6.71","0.00",,"34","19"
"USW00054790","2024-12-14","3.13","0.00",,"35","18"
"USW00054790","2024-12-15","2.68","0.00",,"43","18"
"USW00054790","2024-12-16","10.51","1.32",,"55","37"
"USW00054790","2024-12-17","8.50","0.17",,"61","36"
"USW00054790","2024-12-18","4.92","0.12",,"54","30"
"USW00054790","2024-12-19","6.93","0.12",,"47","32"
"USW00054790","2024-12-20","7.16","0.03",,"41","32"
"USW00054790","2024-12-21","14.09","0.03",,"33","22"
"USW00054790","2024-12-22","11.63","0.00",,"22","15"
"USW00054790","2024-12-23","1.12","0.00",,"30","7"
"USW00054790","2024-12-24","5.82","0.00",,"38","24"
"USW00054790","2024-12-25","4.25","0.00",,"37","21"
"USW00054790","2024-12-26","2.91","0.00",,"40","19"
"USW00054790","2024-12-27","1.34","0.00",,"43","18"
"USW00054790","2024-12-28","4.03","0.31",,"52","32"
"USW00054790","2024-12-29","8.95","0.18",,"59","46"
"USW00054790","2024-12-30","11.41","0.45",,"58","48"
"USW00054790","2024-12-31","5.14","0.59",,"54","33"
